AMQP FAST 1KB NORMAL 
0, 20, 40, 60, 80, 100, 120, 140, 160, 180
COAP1  FAST   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.03,0.034,0.037,0.034,0.034,0.034,0.031,0.03,0.031,0.031 
COAP1  TELE   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.03,0.031,0.03,0.031,0.031,0.031,0.031,0.03,0.031,0.031 
COAP1  ONOFF   1KB   NORMAL
0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180
0.03,0.034,0.031,0.033,0.031,0.034,0.031,0.033,0.031,0.033,0.03,0.033,0.03,0.035,0.031,0.033,0.031,0.034,0.031
COAP0  FAST   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.031,0.035,0.035,0.031,0.031,0.031,0.031,0.031,0.031,0.031
COAP0  TELE   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.031,0.031,0.034,0.031,0.031,0.031,0.031,0.031,0.031,0.031
COAP0  ONOFF   1KB   NORMAL
0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180
0.031,0.035,0.031,0.037,0.031,0.034,0.034,0.035,0.031,0.034,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
MQTT1  FAST   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.031,0.033,0.036,0.033,0.033,0.034,0.033,0.033,0.033,0.033 
MQTT1  FAST   100KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.031,0.035,0.039,0.035,0.035,0.035,0.035,0.036,0.035,0.036 
MQTT1  FAST   1MB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.031,0.036,0.039,0.036,0.036,0.036,0.036,0.036,0.035,0.035 
MQTT0  FAST   1KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.03,0.036,0.036,0.036,0.036,0.037,0.036,0.036,0.036,0.037 
MQTT0  FAST   100KB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.03,0.037,0.039,0.037,0.037,0.037,0.039,0.039,0.039,0.037 
MQTT0  FAST   1MB   NORMAL
0, 20, 40, 60, 80, 100, 120, 140, 160, 180 
0.03,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.035,0.036
